01,フード・ドリンク・スイーツ,
0101,肉類,フード・ドリンク・スイーツ
010101,焼肉・焼肉セット,フード・ドリンク・スイーツ > 肉類
010102,すき焼き肉・すき焼きセット,フード・ドリンク・スイーツ > 肉類
010103,焼き鳥・焼き鳥セット,フード・ドリンク・スイーツ > 肉類
010104,ハム・ベーコン,フード・ドリンク・スイーツ > 肉類
010105,ギフト券,フード・ドリンク・スイーツ > 肉類
0101FF,その他の肉類,フード・ドリンク・スイーツ > 肉類
